benchmarkId,board,createdAt,sha256,md5,state,cycles,duration_ms,device,frequency_MHz,model_name,model_size,rom_n_macc,val_error,allocate-inputs,allocate-outputs,compression,optimization,layersInExternalFlash,layersInInternalFlash,useExternalFlash,useExternalRam,total_flash_bytes,total_ram_bytes,internal_flash,external_flash,internal_ram,external_ram,activations_bytes,weights_bytes,extra_flash_bytes,kernel_flash_bytes,extra_ram_bytes,kernel_ram_bytes,io_bytes
d307863b-e4c9-4f0b-a344-a3e32672a75c,NUCLEO-H743ZI2,Wed Apr 17 2024 16:36:11 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"40632566","84.65117921138881","stm32 family - 0x450 - STM32H743/53/50xx and STM32H745/55/47/57xx @480/240MHz::fpu,art_lat=4,core_icache,core_dcache",480,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,balanced,"","",false,false,206637,231312,206637,0,231312,0,216724,148404,,58233,,14588,0/0
2631ca88-69eb-4bc2-89d7-fc7316156f76,STM32H7S78-DK,Wed Apr 17 2024 16:50:52 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"40380800","67.30133498925716","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,balanced,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_29_weights,conv2d_29_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias","",true,false,206641,231312,58237,148404,231312,0,216724,148404,,58237,,14588,0/0
f1c16d6f-8582-40ff-8fdf-5502acada70e,STM32L4R9I-DISCO,Wed Apr 17 2024 16:50:59 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"66162972","551.3581065558828","stm32 family - 0x470 - STM32L4R/S @120/120MHz::fpu,art_lat=5,art_icache,art_dcache",120,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,balanced,"","",false,false,207279,226380,207279,0,226380,0,211840,148404,,58875,,14540,0/0
855be4da-7459-4513-98b6-6c45d035bbb6,NUCLEO-H743ZI2,Wed Apr 17 2024 16:54:59 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"44875606","93.49084613879677","stm32 family - 0x450 - STM32H743/53/50xx and STM32H745/55/47/57xx @480/240MHz::fpu,art_lat=4,core_icache,core_dcache",480,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,ram,"","",false,false,203055,216924,203055,0,216924,0,204624,148404,,54651,,12300,0/0
fe4fd2b6-4d7e-420c-8763-b6bbe40eec8d,STM32H7S78-DK,Wed Apr 17 2024 16:56:31 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"44656976","74.42829430173151","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,ram,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_29_weights,conv2d_29_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias","",true,false,203055,216924,54651,148404,216924,0,204624,148404,,54651,,12300,0/0
56d7c616-e847-46e7-8ee4-8fcefcdcd870,NUCLEO-H743ZI2,Wed Apr 17 2024 16:57:10 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"37584309","78.3006448346423","stm32 family - 0x450 - STM32H743/53/50xx and STM32H745/55/47/57xx @480/240MHz::fpu,art_lat=4,core_icache,core_dcache",480,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,time,"","",false,false,208965,371820,208965,0,371820,0,357232,148404,,60561,,14588,0/0
80279f20-f011-4a55-9144-88bf543db01f,STM32H7S78-DK,Wed Apr 17 2024 16:59:35 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"37366647","62.27774526132271","stm32 family - 0x485 - STM32H7[R,]Sxx @600/300MHz::fpu,art_lat=6,core_icache,core_dcache",600,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,time,"conv2d_9_weights,conv2d_9_bias,conv2d_8_weights,conv2d_8_bias,conv2d_7_weights,conv2d_7_bias,conv2d_6_weights,conv2d_6_bias,conv2d_5_weights,conv2d_5_bias,conv2d_4_weights,conv2d_4_bias,conv2d_3_weights,conv2d_3_bias,conv2d_2_weights,conv2d_2_bias,conv2d_29_weights,conv2d_29_bias,conv2d_23_weights,conv2d_23_bias,conv2d_22_weights,conv2d_22_bias,conv2d_21_weights,conv2d_21_bias,conv2d_20_weights,conv2d_20_bias,conv2d_1_weights,conv2d_1_bias,conv2d_19_weights,conv2d_19_bias,conv2d_18_weights,conv2d_18_bias,conv2d_17_weights,conv2d_17_bias,conv2d_16_weights,conv2d_16_bias,conv2d_15_weights,conv2d_15_bias,conv2d_14_weights,conv2d_14_bias,conv2d_13_weights,conv2d_13_bias,conv2d_12_weights,conv2d_12_bias,conv2d_11_weights,conv2d_11_bias,conv2d_10_weights,conv2d_10_bias","",true,false,208969,371820,60565,148404,371820,0,357232,148404,,60565,,14588,0/0
8d424597-791c-4428-a8b9-ecd92f342bf6,STM32L4R9I-DISCO,Wed Apr 17 2024 16:59:44 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"58943396","491.19496694160625","stm32 family - 0x470 - STM32L4R/S @120/120MHz::fpu,art_lat=5,art_icache,art_dcache",120,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,time,"","",false,false,209567,366972,209567,0,366972,0,352432,148404,,61163,,14540,0/0
8ddc5ce0-9d7c-47bb-964d-dc6cf0ca4554,STM32L4R9I-DISCO,Wed Apr 17 2024 17:06:34 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"76081704","634.0142032392323","stm32 family - 0x470 - STM32L4R/S @120/120MHz::fpu,art_lat=5,art_icache,art_dcache",120,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,ram,"","",false,false,203585,216876,203585,0,216876,0,204624,148404,,55181,,12252,0/0
713ec51f-9990-49d9-bd28-2d73e265daf2,STM32F746G-DISCO,Sat Apr 20 2024 18:48:38 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"39259218","181.75564097426832","stm32 family - 0x449 - STM32F746 @216/216MHz::fpu,art_lat=7,core_icache,core_dcache",216,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,balanced,"","",false,false,207099,231264,207099,0,231264,0,216724,148404,,58695,,14540,0/0
d5818869-a62f-48da-94cf-25aadcdc4281,STM32F769I-DISCO,Sat Apr 20 2024 18:48:39 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"38109539","176.43305475020315","stm32 family - 0x451 - STM32F76x/F77x @216/216MHz::fpu,art_lat=7,core_icache,core_dcache",216,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,balanced,"","",false,false,207099,231264,207099,0,231264,0,216724,148404,,58695,,14540,0/0
b8141e73-82fd-4f56-8715-4581ac71fe77,STM32F769I-DISCO,Sat Apr 20 2024 18:51:41 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"42179196","195.27405668143183","stm32 family - 0x451 - STM32F76x/F77x @216/216MHz::fpu,art_lat=7,core_icache,core_dcache",216,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,ram,"","",false,false,203465,216876,203465,0,216876,0,204624,148404,,55061,,12252,0/0
2e9c24ad-6b92-4953-ab5b-e97854f49d5f,STM32F746G-DISCO,Sat Apr 20 2024 18:51:55 GMT+0200 (Ora legale dell’Europa centrale),779c682924acdbd060c81366c822b7d0ec1e2ef36bf2c3879134b6303af8602c,dc321b24ffcd2619b89536d0f905c252,done,"42806965","198.18039789120667","stm32 family - 0x449 - STM32F746 @216/216MHz::fpu,art_lat=7,core_icache,core_dcache",216,st_fdmobilenet_v1_224_tfs_int8_image_classification_flowers,148404,24743546,0,true,true,,ram,"","",false,false,203465,216876,203465,0,216876,0,204624,148404,,55061,,12252,0/0
